states,year,y,aerobic exercise,best workout,bike helmet,bike laws,bike locks,bike repair,bike sale,bodybuilding,bodybuilding,calories,e-bike,ejercicios,exercise,exercises,fitbit,fitness,fitness gym,gym,gym near me,how to exercise,iPod,insanity workout,ipod reset,jogging,my fitness pal,pokemon go,pre workout,quinoa gluten free,t25 schedule,trainer,workout,yoga
Oklahoma,2013,67,94.83287026070167,154.09049716056973,45.00922789714801,0.0,0.0,0.0,0.0,107.42374941201601,107.42374941201601,102.46906640473314,0.0,39.15332270311133,87.79663901117206,86.46039052212659,770.5420851979651,75.3859055841716,82.29463269531647,100.0143193009364,66.64318377413912,103.28871777085429,33.78576836693108,101.60110735601292,0.0,78.70034870345573,78.6282428754968,0.0,234.28578496665764,0.0,1337.2164499869011,95.43436512729528,128.32230945050924,49.75035459058055
Oregon,2013,81.5,65.85615990326504,67.16765260845347,81.53845633541306,0.0,91.7191719890184,64.60742444054725,46.245077809066984,55.390370790570756,55.390370790570756,58.90437350212204,98.45361583168578,652.5553783851889,62.97138246318548,58.043339091777284,585.8667094067173,63.586372536214306,43.498591567524414,54.22463094629082,30.61984119352338,68.43669643713045,32.729963105464485,45.071167924847835,0.0,54.86855296931069,61.91974126445373,0.0,71.51881856876918,0.0,925.7652346063162,64.61084347127445,58.8772949243513,60.65454189810505
Pennsylvania,2013,73.7,81.003076681016,129.59405915042785,69.79691862311357,0.0,0.0,44.85483607655828,53.5469321999723,88.96029248182576,88.96029248182576,102.46906640473314,50.83202991309864,32.627768919259445,96.27355588121625,100.97122529507091,789.6464344177493,101.6070901351878,79.35553867048372,88.56689721227501,117.97644695151655,108.99177580728183,49.622847288930025,105.42069785811866,57.99780974201231,73.15807062574758,99.2681566303147,0.0,173.8647141068354,0.0,2380.5391747019557,93.06332499990907,110.96105581896975,76.32931115267152
Rhode Island,2013,73.1,92.19862386457106,143.02758967211855,0.0,0.0,0.0,0.0,0.0,96.51352486235814,96.51352486235814,100.62830473279183,0.0,61.992760946592945,102.93399056482241,110.04049702816111,885.1681805166706,106.85132704539105,110.50993533371067,119.2941880818398,96.36244140314712,0.0,54.19800342195194,102.36502545643407,0.0,73.15807062574758,104.18242181003326,0.0,214.5564557063075,0.0,0.0,106.69680573237983,119.26426407753212,106.99733795508419
South Carolina,2013,73.1,94.17430866166902,135.12551289465344,46.31384319851461,0.0,0.0,36.213078667313106,54.03372249269932,83.08555618585613,83.08555618585613,84.06144968532,0.0,39.15332270311133,97.48454400550828,94.92504413967744,732.3333867583966,72.76378712906998,69.950437791019,86.15691361466209,37.82450970964653,126.73462303172305,48.918977114618954,91.67017205053797,0.0,80.91725993453899,103.19956877408954,0.0,157.83463408280093,0.0,1102.101469769424,90.0995248406763,113.22556716221403,58.61000677794421
South Dakota,2013,76.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.70976507376501,100.70976507376501,106.7641769725962,0.0,22.83943824348161,121.09881242920284,113.06358760585785,948.8493445826182,84.56332017702726,0.0,63.86456533674252,0.0,0.0,70.38701743110641,152.0197019838088,0.0,96.43563855212182,187.7249298652486,0.0,197.29329260350116,0.0,0.0,105.51128566868671,141.90937750997492,59.29151848466449
Tennessee,2013,62.8,78.3688302848854,139.86675896113252,59.359996212180704,0.0,0.0,0.0,45.27149722361295,92.31728465095125,92.31728465095125,96.33319416492876,31.569365946029677,42.416099595037274,93.24608557048619,90.69271733090201,738.7015031649913,72.10825751529457,51.728054837056064,66.27454893435545,63.941433080592944,110.89279515275767,42.23221045866385,94.72584445222256,0.0,79.25457651122655,103.19956877408954,0.0,171.39854794929164,0.0,1836.83578294904,90.0995248406763,119.26426407753212,55.202448244342804
Texas,2013,69.9,79.02739188391806,130.38426682817436,48.270766150564526,0.0,30.5730573296728,39.093664470394835,42.83754575997784,93.15653269323263,93.15653269323263,94.49243249298745,41.735771928649406,150.08773702859344,83.55818057614997,80.41420936673312,687.7565719122333,105.54026781784023,74.65298823075136,90.97688080988793,90.05835645153935,99.48667907990259,33.78576836693108,96.25368065306486,44.658313501349475,74.82075404906003,74.69683073172196,0.0,209.62412339122,176.72268941340016,1293.1323911961242,85.35744458590386,122.28361253519115,55.88395995106308
Utah,2013,79.4,113.27259503361587,130.38426682817436,101.75999350659549,0.0,0.0,0.0,69.611011859964,101.54901311604638,101.54901311604638,97.56036861288963,0.0,58.729984054667,98.69553212980031,87.66962675320528,853.3275984836969,93.74073476988295,88.17282074498192,113.87172498721073,64.84201664510833,108.35810269212321,64.05218586230684,90.90625395011682,0.0,97.54409416766345,119.90807038513262,0.0,203.45870799736056,0.0,2174.8135670116635,93.65608503175562,110.20621870455498,72.24024091234983
Vermont,2013,79.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.13984338251001,67.13984338251001,103.08265362871357,0.0,16.313884459629723,113.22738962130465,107.62202456600372,1139.8928367804608,98.32944206631078,0.0,79.52945872122653,0.0,0.0,64.7560560366179,85.55882724716876,0.0,96.43563855212182,139.5651311040068,0.0,138.10530482245082,0.0,0.0,100.76920541391428,100.39333621716311,136.3023413440563
Virginia,2013,74.5,81.66163828004865,130.38426682817436,76.31999512994662,0.0,0.0,43.62029930380897,47.70544868724805,90.63878856638851,90.63878856638851,98.78754306085051,43.8760679249904,45.67887648696322,96.87904994336228,96.13428037075613,987.0580430221868,95.05179399743375,84.64590791518265,110.85924549019457,107.16944417733184,110.89279515275767,42.58414554581938,92.43409015095912,55.38790830362176,78.14612089568492,99.2681566303147,0.0,160.3008002403447,0.0,1895.6145280034093,91.2850449043694,111.71589293338451,72.24024091234983
Washington,2013,80,75.07602228972215,117.74094398423019,115.45845417094489,0.0,0.0,73.24918184979242,56.46767395633442,91.47803660866988,91.47803660866988,99.40113028483096,71.16484187833808,39.15332270311133,84.769168700442,81.01882748227247,1114.4203711540817,101.6070901351878,74.06516942578482,82.54193821824269,71.1461015967161,91.8826016979992,40.82447011004172,80.97531864464187,55.097919254911695,84.24262678116389,83.54250805521535,0.0,151.66921868894153,0.0,1263.7430186689396,92.47056496806252,99.63849910274834,98.81919747444081
West Virginia,2013,68.6,0.0,149.34925109409065,68.49230332174696,0.0,0.0,0.0,0.0,99.87051703148363,99.87051703148363,94.49243249298745,0.0,16.313884459629723,112.01640149701262,105.80817021938569,738.7015031649913,60.30872446733728,0.0,64.46706123614575,63.04084951607755,0.0,58.06928938066279,114.58771506317245,0.0,74.82075404906003,132.68515985240086,0.0,223.1880372577107,0.0,0.0,101.36196544576083,122.28361253519115,49.75035459058055
Wisconsin,2013,76.2,98.78423985489756,123.27239772845577,83.49537928746297,0.0,0.0,48.969958652389316,56.46767395633442,73.01457967847963,73.01457967847963,94.49243249298745,47.621585918587144,35.89054581118539,94.45707369477822,91.9019535619807,891.5362969232655,91.11861631478132,51.14023603208952,60.24958994032313,33.32159188706956,104.55606400117152,56.30961394488513,93.19800825138026,0.0,73.7122984335184,137.5994250321194,0.0,139.3383879012227,0.0,1778.0570378946707,89.50676480882974,101.14817333157787,69.51419408546872
Wyoming,2013,74.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.74525332745326,105.74525332745326,106.7641769725962,0.0,26.102215135407555,115.64936586988871,111.85435137477914,948.8493445826182,81.28567210815024,0.0,86.75940951406531,0.0,0.0,65.10799112377343,141.3248485779127,0.0,105.85751128422567,150.37651449938764,0.0,184.96246181578235,0.0,0.0,113.21716608269192,150.96742288295204,92.68559211395828
Alabama,2014,72.4,87.48008906703298,140.7018598888188,48.754283844722224,0.0,0.0,0.0,0.0,87.75605809826291,87.75605809826291,85.90500440079099,0.0,68.88977161158058,97.49657453353934,95.62287849827345,1533.2053396845374,71.4872440925536,52.71033214432643,67.2212138165723,106.72916163943606,124.03023293804726,25.060843292547037,29.59463119851343,0.0,82.29208125241317,108.06723812338166,0.0,201.23724951645772,0.0,0.0,91.65291651957065,111.80306058116477,45.96927909845518
Alaska,2014,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.24756981037122,118.24756981037122,87.93825894282155,0.0,34.44488580579029,101.6580136904587,102.07595618834098,2407.2756735233856,72.11432518108478,0.0,95.58979946393309,48.51325529065275,0.0,32.28559090841645,40.95685567651412,0.0,87.34067519427902,115.0393180023095,0.0,178.8775551257402,0.0,0.0,113.5573871343108,120.08476877236217,100.17186191603666
Arizona,2014,78.8,71.95942810352712,127.910781717108,69.92390709308845,0.0,0.0,72.28728616097757,59.82155213353793,104.86105247334807,104.86105247334807,83.87174985876042,62.559747708792585,106.77914599794991,87.3902222953066,89.75644423457568,1604.8504490155906,119.14540682092267,87.4512328758143,82.63892340752925,195.99355137423711,106.57874287641246,28.447443737485823,31.97277120553683,0.0,65.12686185006932,88.89401845633007,0.0,222.10629761446074,0.0,4124.126203500644,96.26438401741068,106.97206413629964,74.09973347213672
Arkansas,2014,69.4,104.41171920903936,131.90799364576762,42.33924649673246,0.0,0.0,0.0,0.0,83.29388565258853,83.29388565258853,92.00476802688266,0.0,58.5563058698435,99.28004845793335,99.1427390564921,1533.2053396845374,79.01221715492767,0.0,77.70525633842303,102.84810121618384,0.0,25.512390018538873,32.50124676265314,0.0,75.224049733801,101.96666822931978,0.0,189.3120791747417,0.0,0.0,99.7229846407907,112.49320293043122,50.08593095801833
California,2014,78.3,71.95942810352712,116.71858831686104,91.73503407625365,97.63231197771586,84.96237050856736,61.04259720260329,58.39722946369179,101.14257543528608,101.14257543528608,91.49645439137501,102.15452473967397,94.72343596592331,85.01225706278126,85.06329682361748,1748.1406676776967,117.26416355532915,88.64919497000353,98.67334138212448,178.5287794696021,103.46240536540625,25.963936744530713,28.537680084280804,34.075767638189824,66.13658063844248,69.72079878927849,0.0,231.05017537074775,217.57735797680886,4482.745873370265,94.53508370572067,106.28192178703318,93.31077548343141
Colorado,2014,83.6,70.5484589250266,127.11133933137607,105.20661250703216,0.0,87.14089282929986,80.31920684553064,73.11523038543524,84.78127646781333,84.78127646781333,88.44657257832918,84.73282284608617,84.38997022418623,85.01225706278126,86.23658367635703,1977.405017537067,105.97670396176805,71.87772565135423,83.8723401748058,147.48029608358436,95.3599278367901,25.512390018538873,29.858868977071584,0.0,65.12686185006932,95.86609833525792,0.0,187.8214328820272,0.0,4303.436038435454,91.07648308234064,102.83121004070094,104.97462241886035
Connecticut,2014,79.4,80.42524317453031,119.91635785978875,71.2069145626864,0.0,0.0,41.765987559675935,48.901744998050845,90.73083972871251,90.73083972871251,87.4299453073139,0.0,65.44528303100157,92.1461527603573,99.1427390564921,1977.405017537067,104.72254178470571,88.05021392290892,96.82321623120964,147.48029608358436,110.31834788961991,27.09280355951031,30.12310675562974,0.0,65.6317212442559,98.48062828985586,0.0,186.3307865893127,0.0,6858.601186256506,96.26438401741068,99.38049829436869,86.44968905082617
Delaware,2014,75.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.91148921244888,98.91148921244888,99.62947255949724,0.0,58.5563058698435,118.89826162626748,116.74204184758537,2292.6434985937008,98.451730899394,0.0,102.37359168395415,256.1499879346465,0.0,31.156724093436857,30.12310675562974,0.0,71.69003397449491,111.55327806284558,0.0,245.95663829789277,0.0,0.0,114.7102540087708,116.63405702602992,76.1580594019183
District of Columbia,2014,79.2,40.91810617651542,111.9219340024695,85.96150046306286,0.0,0.0,56.6250408260991,42.72968009538423,77.34432239168935,77.34432239168935,100.13778619500488,97.4031514959682,136.05729893287167,82.03980052212457,85.06329682361748,2292.6434985937008,101.58713634204986,96.43594858223358,119.02471804218764,232.8636253951332,78.53170527735655,16.707228861698024,21.139022284652448,0.0,67.14629942681566,88.02250847146409,0.0,189.3120791747417,0.0,4841.365543239886,84.1592818355806,97.31007124656934,98.79964462951561
Florida,2014,76.3,89.59654283478378,124.71301217418029,54.52781745791301,0.0,44.006150878796426,54.61706065496084,53.649487230871316,94.4493167667745,94.4493167667745,87.4299453073139,61.76785216817496,161.8909632872144,89.76818752783196,89.75644423457568,1404.2441428886416,102.8412985191122,87.4512328758143,91.27284077846514,238.68521603001153,107.82527788081495,22.577336299591924,25.36682674158294,34.075767638189824,74.71919033961441,71.46381875901045,0.0,225.08759019988975,0.0,4168.953662234347,96.26438401741068,106.97206413629964,65.18032110974988
Georgia,2014,76.4,71.95942810352712,107.92472207380986,44.90526143592836,0.0,0.0,34.93885497780583,46.52787388164061,74.36954076123976,74.36954076123976,81.33018168122223,34.84340378717562,122.27934461055555,83.82327444651858,84.4766533972477,1504.5472959521162,90.92675783701993,65.28893413331342,74.00500603659336,205.69620243236767,109.69508038741868,22.577336299591924,24.309875627350316,0.0,75.224049733801,84.53646853200017,0.0,171.4243236621677,0.0,4662.055708305075,87.61788245896062,99.38049829436869,50.08593095801833
Idaho,2014,81.3,101.58978085203829,146.29795658894227,123.81022081620249,0.0,0.0,0.0,89.25755397702484,148.73908152247952,148.73908152247952,92.00476802688266,0.0,29.27815293492175,104.6304702311154,95.62287849827345,1791.1277332763286,73.36848735814712,0.0,87.57259047663547,112.55075227431438,0.0,42.44539224323282,40.69261789795596,0.0,83.80665943497293,128.9834777601652,0.0,248.93793088332177,0.0,0.0,104.91088557586075,115.25377232749702,77.53027668843934
Illinois,2014,76.1,69.84297433577632,125.51245455991221,62.867366010299705,0.0,71.89123658417238,48.191524107318386,50.326067667896986,82.55019024497614,82.55019024497614,96.5795907464514,53.05700122138106,77.50099306302816,85.60674837091258,88.58315738183613,1963.0759956708562,109.11210940442392,69.48180146297575,81.4055066402527,238.68521603001153,100.96933535660128,24.609296566555198,25.89530229869925,39.14656639387284,87.34067519427902,97.60911830498988,0.0,207.19983468731573,0.0,5693.087259180236,87.61788245896062,106.97206413629964,76.1580594019183
Indiana,2014,73.9,113.58301886929281,126.31189694564414,54.52781745791301,0.0,0.0,43.7739677308142,53.649487230871316,81.80649483736374,81.80649483736374,89.9715134848521,0.0,34.44488580579029,98.09106584167068,95.03623507190368,2306.9725204599113,89.04551457142642,49.11644586175872,60.43742159655124,100.90757100455772,115.30448790722986,33.41445772339605,31.180057869862363,0.0,74.71919033961441,128.1119677752992,0.0,192.29337176017071,0.0,7037.911021191316,94.53508370572067,106.28192178703318,61.063669250186734
Iowa,2014,77.4,93.1239657810351,132.70743603149955,66.07488468429459,0.0,0.0,0.0,71.21613349230705,92.21823054393731,92.21823054393731,95.05464983992849,0.0,29.27815293492175,98.09106584167068,94.4495916455339,2665.198067115177,83.40178477464588,50.913389003042575,68.45463058384885,81.50226888829663,114.68122040502863,36.80105816833483,33.82243565544392,0.0,78.75806549310708,143.79914750288688,0.0,237.01276054160576,0.0,4751.710625772481,92.80578339403066,111.80306058116477,70.66919025583408
Kansas,2014,76.2,79.01427399602979,123.11412740271643,44.263757701129386,0.0,0.0,0.0,49.37651922133289,82.55019024497614,82.55019024497614,81.33018168122223,47.51373243705766,141.22403180374022,83.22878313838724,85.06329682361748,1819.7857770087498,70.86016300402243,47.319502720474865,65.98779704929574,104.78863142780995,102.21587036100377,24.835069929551118,29.59463119851343,0.0,74.71919033961441,104.58119818391773,0.0,208.69048098003023,0.0,0.0,86.4650155845006,100.76078299290158,51.45814824453939
Kentucky,2014,71.8,75.48685104977845,136.70464796015918,51.96180251871711,0.0,0.0,0.0,0.0,84.78127646781333,84.78127646781333,94.0380225689132,0.0,48.22284012810641,89.76818752783196,90.34308766094546,2049.05012686812,75.8768117122718,54.507275285610284,69.07133896748714,141.65870544870603,116.55102291163234,26.86703019651439,29.858868977071584,0.0,79.26292488729366,104.58119818391773,0.0,214.65306615088824,0.0,5737.914717913939,94.53508370572067,106.97206413629964,56.26090874736306
Louisiana,2014,70.5,62.78812844327366,137.5040903458911,42.33924649673246,0.0,0.0,0.0,56.972906793845645,95.1930121743869,95.1930121743869,86.92163167180627,0.0,51.667328708685446,85.60674837091258,89.75644423457568,1318.270011691378,85.91010912877056,68.28383936878652,74.00500603659336,124.19393354407104,114.05795290282738,18.739189128661298,27.744966748606338,0.0,90.36983155939852,85.40797851686615,0.0,265.3350401031813,0.0,5110.330295642102,91.07648308234064,118.01434172456283,50.08593095801833
Maine,2014,80.3,0.0,128.7102241028399,101.99909383303728,0.0,0.0,0.0,0.0,66.93258668511578,66.93258668511578,92.51308166239029,0.0,0.0,105.22496153924672,111.46225101025739,2092.037192466752,84.65594695170822,0.0,84.48904855844408,182.40983989285434,0.0,38.60724507230219,32.237008984094984,0.0,63.612283667509566,151.6427373666807,0.0,144.59269039330667,0.0,0.0,105.48731901309074,97.31007124656934,94.68299276995246
Maryland,2014,78.6,84.6581507100319,115.11970354539719,74.41443323668129,0.0,0.0,46.58513997040777,48.901744998050845,83.29388565258853,83.29388565258853,86.92163167180627,48.305627977675286,53.389572998974955,103.44148761485272,102.07595618834098,2135.024258065384,94.06216327967579,92.84206229966587,104.22371683486898,244.50680666488987,117.17429041383359,26.86703019651439,28.801917862838962,0.0,76.73862791636076,112.42478804771156,0.0,162.48044590588069,0.0,6096.53438778356,102.02871838971072,103.52135238996739,75.47195075865777
Massachusetts,2014,79.9,66.315551389525,123.11412740271643,85.96150046306286,0.0,0.0,50.19950427845665,48.4269707747688,78.08801779930175,78.08801779930175,96.5795907464514,58.600270005704445,55.11181728926447,90.3626788359633,94.4495916455339,2292.6434985937008,100.33297416498752,88.64919497000353,109.1573839039752,213.45832327887211,102.21587036100377,25.512390018538873,26.688015634373716,35.49559128978107,70.68031518612175,101.0951582444538,0.0,180.3682014184547,0.0,6365.499140185776,91.07648308234064,102.14106769143449,111.14960020820507
Michigan,2014,74.5,79.01427399602979,122.31468501698451,64.15037347989767,0.0,0.0,51.805888415367264,59.34677791025588,78.08801779930175,78.08801779930175,92.00476802688266,45.13804581520478,44.778351547527386,87.3902222953066,88.58315738183613,1920.0889300722245,102.21421743058103,70.08078251007036,69.6880473511254,194.053021162611,102.83913786320501,29.80208391546134,28.537680084280804,0.0,83.30180004078633,106.3242181536497,0.0,193.78401805288522,0.0,7082.7384799250185,88.19431589619062,99.38049829436869,73.4136248288762
Minnesota,2014,79.8,76.19233563902871,121.51524263125259,93.0180415458516,0.0,0.0,65.86174961333512,56.4981325705636,72.88214994601496,72.88214994601496,92.51308166239029,57.80837446508682,43.05610725723787,86.20123967904392,85.06329682361748,2493.2498047206495,125.41621770623439,55.70523737979952,59.20400482927468,116.4318126975666,97.22973034339383,30.027857278457258,27.744966748606338,0.0,73.70947155124125,128.1119677752992,0.0,165.4617384913097,0.0,5065.502836908399,84.7357152728106,96.6199288973029,83.01914583452354
Mississippi,2014,68.4,69.13748974652606,151.89405328906574,0.0,0.0,0.0,0.0,0.0,92.9619259515497,92.9619259515497,90.47982712035974,0.0,72.33426019215962,98.68555714980201,96.20952192464323,1117.6637055644292,70.23308191549125,0.0,66.60450543293402,122.25340333244493,0.0,21.674242847608248,29.59463119851343,0.0,91.37955034777168,88.02250847146409,0.0,231.05017537074775,0.0,5513.777424245426,89.92361620788063,114.56362997823058,41.16651859563151
Missouri,2014,75,85.36363529928218,131.90799364576762,57.09383239710892,0.0,0.0,0.0,47.95219655148675,81.06279942975134,81.06279942975134,99.1211589239896,15.046015271734927,31.000397225211266,89.76818752783196,90.34308766094546,2192.3403455302264,89.6725956599576,66.48689622750265,78.3219647220613,153.3018867184627,105.95547537421122,23.480429751575603,31.180057869862363,0.0,77.24348731054734,119.3968679266394,0.0,195.27466434559972,0.0,5244.8126718432095,91.65291651957065,106.97206413629964,60.37756060692621
Montana,2014,80.4,0.0,0.0,127.01773949019737,0.0,0.0,0.0,94.9548446564094,87.75605809826291,87.75605809826291,91.49645439137501,0.0,15.500198612605633,108.19741807990341,106.76910359929919,2335.6305641923327,79.01221715492767,0.0,73.38829765295507,0.0,0.0,45.15467259918385,44.6561845763283,0.0,86.83581580009243,143.79914750288688,0.0,202.72789580917222,0.0,0.0,106.64018588755076,119.39462642309572,94.68299276995246
Nebraska,2014,78.7,84.6581507100319,135.90520557442724,70.56541082788742,0.0,0.0,0.0,0.0,98.16779380483648,98.16779380483648,100.13778619500488,114.03295784893838,43.05610725723787,96.30759191727667,93.27630479279433,2865.804373242126,94.06216327967579,54.507275285610284,64.1376718983809,98.96704079293161,113.43468540062614,35.44641799035932,35.67210010535101,0.0,83.30180004078633,162.10085718507247,0.0,251.91922346875077,0.0,0.0,102.60515182694073,118.01434172456283,65.86642975301041
Nevada,2014,77.5,61.377159264773134,133.50687841723146,66.07488468429459,0.0,0.0,0.0,0.0,119.73496062559602,119.73496062559602,88.95488621383682,0.0,93.00119167563379,81.44530921399323,82.71672311813838,1561.8633834169586,97.19756872233165,86.25327078162506,101.14017491667758,157.18294714171492,100.96933535660128,23.93197647756744,30.65158231274605,0.0,76.23376852217416,70.59230877414447,0.0,274.2789178594683,0.0,5065.502836908399,100.29941807802071,111.11291823189833,72.04140754235513
New Hampshire,2014,80.7,0.0,0.0,105.84811624183114,0.0,0.0,0.0,0.0,78.08801779930175,78.08801779930175,93.02139529789793,0.0,37.889374386369326,102.84699630672138,106.76910359929919,2751.1721983124407,92.80800110261345,68.28383936878652,101.14017491667758,98.96704079293161,0.0,39.28456516128995,28.801917862838962,0.0,66.13658063844248,131.59800771476316,0.0,168.4430310767387,0.0,0.0,108.36948619924077,119.39462642309572,104.97462241886035
New Jersey,2014,76.7,71.25394351427686,130.30910887430377,67.99939588869152,0.0,44.877559807089426,36.946835148944096,44.62877698851242,100.39888002767368,100.39888002767368,86.92163167180627,43.55425473396952,106.77914599794991,92.74064406848863,98.55609563012233,1647.8375146142223,113.50167702414213,119.79620941892371,120.2581348094642,388.106042325222,117.17429041383359,26.64125683351847,29.59463119851343,35.08992738932643,66.13658063844248,81.92193857740222,0.0,232.54082166346225,0.0,7082.7384799250185,98.5701177663307,110.42277588263188,80.96081990474197
New Mexico,2014,76.7,86.7746044777827,0.0,71.84841829748538,0.0,0.0,0.0,0.0,119.73496062559602,119.73496062559602,82.85512258774516,0.0,87.83445880476525,99.87453976606469,109.70232073114806,1404.2441428886416,95.31632545673814,0.0,96.20650784757136,67.91855740691385,0.0,35.44641799035932,38.05024011237441,0.0,78.2532060989205,108.06723812338166,0.0,244.46599200517826,0.0,0.0,96.84081745464069,117.32419937529637,89.88023226712879
New York,2014,74.1,64.90458221102446,117.51803070259297,67.35789215389255,0.0,61.4343294446564,37.34843118317175,42.254905872102185,86.26866728303813,86.26866728303813,97.08790438195905,60.18406108693971,130.89056606200313,83.82327444651858,86.8232271027268,1418.5731647548523,105.34962287323688,101.82677800608515,115.32446774035797,234.8041556067593,98.47626534779631,24.383523203559278,26.423777855815562,32.453112036371266,66.13658063844248,69.72079878927849,0.0,189.3120791747417,247.24699770091917,5827.569635381345,90.50004964511064,102.83121004070094,96.05521005647351
North Carolina,2014,76.8,93.82945037028537,124.71301217418029,58.376839866706874,0.0,0.0,0.0,50.326067667896986,81.80649483736374,81.80649483736374,83.87174985876042,42.7623591933519,63.72303874071205,95.71310060914533,91.51637451368501,1762.4696895439074,86.53719021730173,66.48689622750265,86.33917370935892,153.3018867184627,114.68122040502863,27.318576922506228,26.95225341293187,0.0,76.73862791636076,117.65384795690744,0.0,186.3307865893127,0.0,5603.432341712831,93.38221683126066,105.59177943776673,68.6108643260525
North Dakota,2014,78.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.99126521798362,118.99126521798362,96.07127711094377,0.0,0.0,107.60292677177208,105.59581674655963,2550.565892185492,89.6725956599576,0.0,74.00500603659336,0.0,0.0,40.187658613273626,45.71313569056092,0.0,86.83581580009243,125.49743782070128,0.0,231.05017537074775,0.0,0.0,106.06375245032075,138.02846985328983,66.55253839627093
Ohio,2014,75.1,93.82945037028537,128.7102241028399,57.73533613190789,0.0,0.0,42.56917962813124,47.95219655148675,92.21823054393731,92.21823054393731,96.5795907464514,49.88941905891054,41.33386296694835,91.55166145222597,94.4495916455339,2306.9725204599113,91.5538389255511,54.507275285610284,66.60450543293402,155.2424169300888,109.07181288521744,33.18868436040013,31.708533426978672,0.0,76.23376852217416,120.26837791150538,0.0,211.67177356545923,0.0,7665.495443463153,96.84081745464069,106.97206413629964,71.3552988990946
Oklahoma,2014,71.7,68.4320051572758,140.7018598888188,46.829772640325295,0.0,0.0,0.0,0.0,101.14257543528608,101.14257543528608,100.64609983051251,0.0,89.55670309505477,86.20123967904392,85.64994024998725,1905.7599082060137,82.14762259758352,82.65938449905735,105.45713360214553,178.5287794696021,103.46240536540625,18.739189128661298,32.50124676265314,0.0,76.73862791636076,81.92193857740222,0.0,293.6573196647568,0.0,4437.918414636562,94.53508370572067,119.39462642309572,58.319234677144635
Oregon,2014,83.5,47.26746747976782,53.56263984403897,58.376839866706874,0.0,53.59164909001941,41.765987559675935,31.335098736615105,45.365419864356255,45.365419864356255,41.173404476118755,158.37910812352553,344.44885805790295,50.53176119116368,46.34483068321228,859.7413119726377,48.28524381690024,34.14191968439326,45.01971200559429,46.57272507902664,58.587145206916794,15.804135409714346,12.947651149349625,0.0,47.96164244772547,51.41908910709289,0.0,67.07908317215258,0.0,1927.5807255492139,54.184743099620384,45.54939505158565,49.399822314757806
Pennsylvania,2014,76.7,81.13072776378058,122.31468501698451,67.35789215389255,0.0,0.0,38.55321928585471,52.69993878430722,87.01236269065052,87.01236269065052,97.59621801746668,49.88941905891054,43.05610725723787,93.92962668475131,99.72938248286188,1920.0889300722245,102.8412985191122,80.8624413577735,93.12296592937997,221.22044412537656,104.0856728676075,29.350537189469502,32.76548454121129,39.95789419478212,70.68031518612175,99.35213827472184,0.0,210.18112727274473,0.0,8965.49174674053,93.95865026849066,104.21149473923384,78.21638533169987
Rhode Island,2014,77.5,71.95942810352712,144.69907181747843,0.0,0.0,0.0,0.0,0.0,93.7056213591621,93.7056213591621,93.52970893340557,0.0,68.88977161158058,99.28004845793335,113.22218128936672,2049.05012686812,109.11210940442392,110.81149371250443,114.09105097308142,184.35037010448045,0.0,32.96291099740421,26.159540077257404,0.0,83.30180004078633,115.0393180023095,0.0,190.8027254674562,0.0,0.0,110.09878651093078,115.25377232749702,107.71905699190245
South Carolina,2014,74.7,72.66491269277739,124.71301217418029,51.96180251871711,0.0,0.0,33.73406687512287,52.225164561025174,80.31910402213894,80.31910402213894,82.34680895223751,0.0,60.278550160133015,92.1461527603573,92.68966136642456,1633.5084927480118,76.50389280080297,66.48689622750265,86.95588209299719,149.42082629521047,112.81141789842489,27.09280355951031,27.480728970048183,0.0,83.30180004078633,102.83817821418577,0.0,175.8962625403112,0.0,5513.777424245426,92.22934995680065,106.97206413629964,59.00534332040516
South Dakota,2014,78.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.91148921244888,98.91148921244888,101.66272710152779,0.0,24.111420064053206,114.14233116121679,112.04889443662717,2665.198067115177,85.91010912877056,0.0,67.83792220021057,0.0,0.0,43.12271233222057,47.29856236190985,0.0,91.37955034777168,139.44159757855698,0.0,184.8401402965982,0.0,0.0,103.75801870140073,129.056619312826,69.29697296931303
Tennessee,2014,73.2,70.5484589250266,139.90241750308687,46.829772640325295,0.0,0.0,0.0,47.4774223282047,88.49975350587532,88.49975350587532,90.47982712035974,34.84340378717562,37.889374386369326,89.76818752783196,91.51637451368501,1819.7857770087498,76.50389280080297,56.30421842689414,72.7715892693168,104.78863142780995,107.82527788081495,25.738163381534793,26.159540077257404,0.0,80.77750306985342,112.42478804771156,0.0,226.57823649260425,0.0,4706.883167038778,93.95865026849066,113.18334527969768,61.063669250186734
