states,year,y,aerobic exercise,best workout,bike helmet,bike laws,bike locks,bike repair,bike sale,bodybuilding,bodybuilding,calories,e-bike,ejercicios,exercise,exercises,fitbit,fitness,fitness gym,gym,gym near me,how to exercise,iPod,insanity workout,ipod reset,jogging,my fitness pal,pokemon go,pre workout,quinoa gluten free,t25 schedule,trainer,workout,yoga
Wyoming,2015,73.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.47347125444334,97.47347125444334,98.81773106254717,0.0,68.49901673770891,103.17558749207102,108.9371291283591,4604.639436937182,67.19162524303064,0.0,91.69255459611044,0.0,0.0,27.294529603144912,18.482135179000338,0.0,80.19198281494101,106.72002456281682,121.92593148374155,270.0826926011773,0.0,0.0,110.38509499327245,125.41218241515499,88.95409739519167
Alabama,2016,70.6,95.9250644661899,132.15528885938207,46.2850103335018,0.0,0.0,0.0,0.0,67.73823684256017,67.73823684256017,91.30302986435302,0.0,25.233783049328945,95.77749036043346,86.5229349532236,4043.645379773423,64.16394454268381,55.04166419847751,72.72229613233257,339.3612863587269,121.78226662868306,12.206670732842687,10.366044942481567,0.0,84.81800158000377,76.41660410118836,4504.322042481131,246.62743967238143,0.0,0.0,105.72004964259489,107.54949590973708,43.45227325120791
Alaska,2016,80.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.1147796325986,88.1147796325986,95.65079319122697,0.0,37.850674573993416,100.44956306094241,96.90568714761044,3811.8440522704877,65.94627633553614,0.0,117.77150612581293,201.78238648356734,0.0,16.551417942837542,14.062464069257938,0.0,74.40175577193314,82.10048374507839,6074.636149034185,218.83843238535255,0.0,0.0,128.14551471829682,118.49764818797378,96.01550702283039
Arizona,2016,76.9,102.21523262790727,122.61074021953782,70.07036286599578,0.0,0.0,61.19866992886614,58.95383418580333,78.75258429663499,78.75258429663499,91.30302986435302,110.91141287142196,73.89893607303476,90.5214085723609,84.79247625415913,3348.2413972646177,118.82211952348854,95.72463338865654,86.88061927314068,614.519086109046,108.46233121617085,13.654919802840972,10.446401880020183,0.0,58.52938120725407,78.3112306491517,5330.803151193265,291.7845765138034,0.0,1580.4342946437855,112.76805295210121,104.97346007956372,70.78515481245161
Arkansas,2016,67.5,100.64269058747793,116.7371718257875,50.78494189370336,0.0,0.0,0.0,0.0,62.23106311552276,62.23106311552276,88.5856777850568,0.0,115.35443679693232,87.01735404697918,79.60110015696571,3399.752803376381,70.10505051885823,0.0,72.07873598956857,311.845506383695,0.0,10.448082576416198,10.366044942481567,0.0,71.92169724620203,70.10118227464386,4876.238541401591,237.94337489518492,0.0,0.0,100.594229053863,97.2453525890437,42.75143013425295
California,2016,79.5,80.19964406189648,111.59779948125598,84.85585227808663,96.37883008356543,78.96020391034277,55.35166324776428,53.54973271877136,71.59325845148636,71.59325845148636,96.19426360708621,119.90423013126698,86.51582759769924,81.76127225890662,74.4097240597723,3064.928663649919,109.31634996160945,92.13495963658193,105.54386341329683,587.0033061340141,98.94809163580499,11.068760749272606,9.642832504634015,18.03468252294965,57.041346091815406,51.78645897766483,6983.765368617533,270.9428210485317,169.20412307662983,1350.5529426955986,103.15713934822895,99.17737946167371,81.99864468373107
Colorado,2016,84.2,71.5506628395351,121.14234812110024,100.28418905592056,0.0,83.55577133369604,77.96008908135815,73.69229273225416,65.53536735174521,65.53536735174521,85.86832570576058,130.89545122663313,61.282044548370294,87.01735404697918,85.36929582051395,3657.3098339351977,90.30481083785129,69.400359206776,87.5241794159047,499.8700028797464,97.67952635842288,12.413563457128156,9.642832504634015,0.0,56.54533438666918,79.5743150144606,4628.294208787951,224.04887125167048,0.0,1048.8336682636032,100.594229053863,99.17737946167371,96.71635013978536
Connecticut,2016,78.7,90.4211673246872,121.14234812110024,73.92744706045426,0.0,0.0,40.539246322306234,52.567168815674634,66.63680209715268,66.63680209715268,94.56385235950849,0.0,61.282044548370294,96.9455085355607,94.02158931583631,3940.6225675498963,99.81058039973037,86.1521700497909,104.90030327053283,518.2138561964343,111.63374440962613,12.517009819270891,11.24997125540635,0.0,56.04932268152296,76.41660410118836,4834.914485965985,224.04887125167048,0.0,1882.153569075781,108.28295993696082,96.60134363150037,82.69948780068603
Delaware,2016,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.40473641474621,80.40473641474621,102.71590859739715,0.0,45.060326873801685,113.88177207490564,113.63345457190033,4636.026550058701,89.1165896426164,0.0,110.04878441264486,655.7927560715939,0.0,14.275597975697378,11.892826755715285,0.0,61.50545143813139,97.25749612878518,5785.367760984938,244.89062671694214,0.0,0.0,123.66042170315644,112.70156757008375,70.08431169549664
District of Columbia,2016,83.8,48.748803253309624,124.81332836719419,77.14168388916967,0.0,0.0,45.9964525580013,51.584604912577916,69.94110633337513,69.94110633337513,106.52020150841186,69.94413424323908,70.29410992313063,82.34528134647023,79.60110015696571,3399.752803376381,98.62235920449548,93.92979651261923,119.05862641134094,852.9891792259892,83.7253083072196,8.48260169570424,11.169614317867735,0.0,61.50545143813139,56.838796438900424,4008.4333772538503,262.2587562713352,0.0,2255.710765991585,98.67204633308856,103.04143320693372,78.49442909895623
Florida,2016,70.2,86.48981222361384,114.53458367813114,52.07063662518952,0.0,35.928981673489304,51.45365879369638,53.05845076722299,72.69469319689384,72.69469319689384,92.93344111193075,69.94413424323908,180.24130749520674,88.18537222210642,81.90837842238501,3013.417257538156,98.62235920449548,87.9470069258282,97.17758155736476,770.4418393008935,104.65663538402451,10.344636214273462,8.678549254170614,18.712678106519185,63.9855099638625,55.575712073591525,5868.0158718561515,246.62743967238143,0.0,1623.5370481340706,108.9236875105523,96.60134363150037,60.27250805812711
Georgia,2016,70.6,77.05455998103778,121.14234812110024,52.07063662518952,0.0,0.0,34.692239641204374,52.075886864126275,63.88321523363398,63.88321523363398,96.19426360708621,46.96249013474624,72.0965229980827,84.6813176967247,76.14018275883677,3811.8440522704877,90.30481083785129,69.9986381654551,86.23705913037668,669.5506460591098,102.75378746795133,10.344636214273462,9.803546379711248,0.0,78.86586111824913,58.10188080420932,4834.914485965985,246.62743967238143,0.0,1479.8612031664538,103.79786692182043,107.54949590973708,53.26407688857744
Idaho,2016,79.8,128.9484473152061,130.6868967609445,112.4982890050391,0.0,0.0,0.0,90.39587908489844,110.14347454074824,110.14347454074824,97.2812044388047,0.0,32.44343534913722,102.78559941119688,86.5229349532236,3889.111161438133,62.38161274983148,0.0,97.17758155736476,298.08761639617904,0.0,19.344469720691375,11.732112880638052,0.0,67.45759189988604,93.46824303285848,5413.451262064478,290.04776355836407,0.0,0.0,116.61241839365012,105.61746903710707,71.48599792940657
Illinois,2016,76.1,88.0623542640432,123.34493626875661,59.14195764836341,0.0,59.3245976469242,48.725055675848836,51.09332296102955,67.18751946985643,67.18751946985643,104.34631984497489,57.953711230112376,67.59049031070253,85.26532678428833,81.33155885603018,4069.4010828293044,100.40469099734781,68.80208024809689,88.8112997014327,582.4173428048422,94.50811316496758,10.654975300701667,9.401761692018164,20.8822639739417,92.25817715719708,75.15351973587946,5950.663982727365,255.31150444957797,0.0,1839.050815585496,99.31277390668004,104.32945112202039,67.28093922767677
Indiana,2016,73.2,157.25420404293428,121.14234812110024,52.7134839909326,0.0,0.0,35.47184053201796,52.567168815674634,64.43393260633772,64.43393260633772,95.10732277536773,0.0,35.14705496156532,96.36149944799709,87.09975451957843,4301.20241033224,75.45204589741522,47.26403773564917,66.93025484745652,325.603396371211,124.3193971834473,14.585937062125582,10.687472692636033,0.0,65.96955678444738,92.20515866754958,5082.858818579624,227.5224971625491,0.0,2183.8728435077765,103.15713934822895,98.53337050413037,52.56323377162248
Iowa,2016,77.3,111.65048487048333,128.48430861328814,75.21314179194043,0.0,0.0,0.0,69.27075516831891,74.8975626877088,74.8975626877088,96.73773402294546,0.0,30.641022274185147,95.19348127286985,84.21565668780431,4739.049362282228,75.45204589741522,50.85371148772379,74.00941641786058,279.7437630794911,108.46233121617085,16.654864304980276,10.366044942481567,0.0,71.42568554105581,105.46754450329301,5248.155040322051,277.8900728702889,0.0,1839.050815585496,105.72004964259489,104.97346007956372,62.37503740899201
Kansas,2016,76.5,72.33693385974976,77.82478121719167,35.99945248161251,0.0,0.0,0.0,32.424608802191834,49.01384617063297,49.01384617063297,48.36886701147273,48.96089397026735,91.92306682255544,65.99302689468891,50.76012183922451,2189.2347597499424,38.02307824751633,29.91394793395517,55.98973242046844,155.9227531918475,93.87383052627652,7.551584436419628,5.223200940010091,0.0,60.017416322692725,47.36566369908369,4297.701765303097,149.36591416778032,0.0,0.0,66.63566765351435,62.46886888170357,39.247214549478116
Kentucky,2016,70.2,105.36031670876596,131.4210928101633,50.14209452796028,0.0,0.0,0.0,0.0,68.83967158796766,68.83967158796766,98.36814527052319,0.0,25.233783049328945,94.02546309774262,87.09975451957843,5048.117798952809,67.13449753077103,48.460595653007374,72.07873598956857,330.18935970038297,119.24513607391883,14.275597975697378,10.28568800494295,0.0,68.9456270153247,90.94207430224068,5124.182874015231,263.9955692267745,0.0,1379.288111689122,108.9236875105523,106.90548695219374,53.96492000553241
Louisiana,2016,70.9,85.70354120339917,134.35787700703844,44.356468236272555,0.0,0.0,0.0,56.00614247651316,77.10043217852377,77.10043217852377,84.23791445818284,0.0,38.75188111146945,91.68942674748813,84.21565668780431,3528.5313186557896,77.23437769026755,68.20380128941778,80.44501784550063,444.83844292968257,123.68511454475623,10.551528938558933,10.366044942481567,0.0,89.77811863146599,62.52267608279047,4380.34987617431,276.1532599148496,0.0,1594.8018791405473,112.76805295210121,112.05755861254042,50.46070442075758
Maine,2016,79.4,0.0,116.7371718257875,98.9984943244344,0.0,0.0,0.0,0.0,53.97030252496664,53.97030252496664,96.19426360708621,0.0,0.0,101.03357214850604,98.05932628032008,4507.248034779293,74.26382470218033,0.0,93.95978084354475,380.6349563212748,0.0,17.999667012835825,11.973183693253903,0.0,64.97753337415493,95.99441176347628,5206.830984886445,192.78623805376296,0.0,0.0,108.9236875105523,94.66931675887035,86.20370338546087
Maryland,2016,76.9,99.85641956726326,112.33199553047477,73.92744706045426,0.0,0.0,38.980044540679074,45.19793954244922,64.43393260633772,64.43393260633772,88.04220736919756,86.93056684516857,45.96153341127772,99.8655539733788,94.59840888219114,4043.645379773423,86.14603665452918,81.96421733903716,107.47454384158885,683.3085360466258,109.09661385486191,13.448027078555501,10.28568800494295,0.0,64.97753337415493,89.67898993693179,5000.210707708411,189.31261214288435,0.0,2284.445934985108,111.48659780491823,95.31332571641369,70.78515481245161
Massachusetts,2016,80,66.04676569803239,123.34493626875661,89.35578383828819,0.0,0.0,51.45365879369638,51.09332296102955,61.12962837011528,61.12962837011528,101.62896776567865,60.95131698339405,48.66515302370582,91.68942674748813,91.1374914840622,4223.935301164594,98.62235920449548,87.3487279671491,113.9101452692289,692.4804627049698,97.04524371973181,11.792885284271748,8.598192316631996,17.899083406235743,60.51342802783895,75.7850619185339,6653.172925132679,222.31205829623116,0.0,1681.0073861211174,103.15713934822895,99.82138841921704,94.61382078892046
Michigan,2016,76.1,87.27608324382852,119.67395602266267,70.07036286599578,0.0,0.0,51.063858348289585,60.427680040448415,64.43393260633772,64.43393260633772,100.54202693396017,86.93056684516857,36.94946803651738,87.01735404697918,80.75473928967536,4069.4010828293044,93.86947442355594,64.01584857866406,75.9400968461526,531.9717461839502,98.31380899711392,12.72390254355636,9.964260254788483,0.0,92.25817715719708,77.67968846649725,5702.719650113725,237.94337489518492,0.0,2126.40250552073,101.87568420104597,97.2453525890437,65.87925299376684
Minnesota,2016,82,91.99370936511654,121.14234812110024,93.21286803274668,0.0,0.0,63.92727304671368,61.90152589509349,60.57891099741153,60.57891099741153,91.30302986435302,76.93854766756299,45.060326873801685,87.60136313454281,81.90837842238501,4558.759440891056,105.7516863759048,56.23822211583572,67.57381499022054,334.7753230295549,96.41096108104075,14.482490699982849,9.723189442172632,0.0,70.43366213076337,100.41520704205742,5454.775317500084,189.31261214288435,0.0,1925.256322566066,97.39059118590559,92.09328092869701,74.9902135141814
Mississippi,2016,69.7,109.29167180983931,126.28172046563176,0.0,0.0,0.0,0.0,0.0,66.63680209715268,66.63680209715268,88.04220736919756,0.0,22.530163436900843,102.20159032363327,88.8302132186429,3786.0883492146063,59.41105976174427,0.0,68.86093527574855,343.9472496878989,0.0,11.275653473558075,8.035693753861679,0.0,94.73823568292819,61.89113390013602,3884.46121094703,255.31150444957797,0.0,747.1143938316077,108.28295993696082,109.48152278236708,37.14468519861322
Missouri,2016,75.1,104.57404568855128,124.0791323179754,62.999041842821896,0.0,0.0,0.0,49.128195154836106,63.33249786093024,63.33249786093024,97.2812044388047,39.96807671042233,27.937402661757044,88.76938130967004,83.06201755509466,4120.912488941068,76.6402670926501,67.60552233073868,83.66281855932066,476.9401862338865,116.7080055191546,11.275653473558075,9.401761692018164,0.0,78.86586111824913,89.67898993693179,5330.803151193265,239.6801878506242,0.0,1810.3156465919726,101.87568420104597,101.10940633430371,57.46913559030724
Montana,2016,80.1,0.0,0.0,127.28377841712995,0.0,0.0,0.0,98.25639030967221,68.28895421526391,68.28895421526391,96.73773402294546,0.0,10.814478449712405,97.52951762312432,95.75204801490078,4429.980925611648,77.828488287885,0.0,84.30637870208467,0.0,0.0,20.58582606640419,12.053540630792519,0.0,68.44961531017849,91.57361648489513,4628.294208787951,255.31150444957797,0.0,0.0,113.40878052569269,110.12553173991041,91.10960520414562
Nebraska,2016,77.6,96.71133548640458,146.83920984375786,68.14182076876654,0.0,0.0,0.0,0.0,78.20186692393125,78.20186692393125,101.62896776567865,101.91859561157693,44.15912033632566,92.85744492261537,88.25339365228807,4790.560768393992,86.14603665452918,63.41756961998496,77.2272171316806,275.1577997503191,106.55948330009768,16.551417942837542,13.660679381564854,0.0,78.86586111824913,111.7829663298375,5206.830984886445,333.46808744434674,0.0,0.0,114.04950809928418,113.98958548517042,58.870821824217174
Nevada,2016,75.3,85.70354120339917,118.93975997344387,60.42765237984957,0.0,0.0,0.0,0.0,85.36119276907989,85.36119276907989,87.49873695333831,0.0,93.72547989750751,82.34528134647023,76.14018275883677,2730.1045239234577,95.05769561879083,87.3487279671491,104.90030327053283,486.1121128922304,102.75378746795133,11.999778008557216,9.964260254788483,0.0,61.50545143813139,55.575712073591525,5702.719650113725,307.41589311275715,0.0,1752.8453086049258,119.17532868801605,103.04143320693372,63.07588052594697
New Hampshire,2016,80.7,0.0,0.0,97.71279959294824,0.0,0.0,0.0,0.0,62.781780488226495,62.781780488226495,99.45508610224168,0.0,19.826543824472743,101.61758123606965,102.67388281115868,5022.362095896927,84.36370486167687,66.40896441338047,98.46470184289278,486.1121128922304,0.0,18.413452461406763,10.205331067404332,0.0,65.47354507930116,97.25749612878518,5165.506929450838,191.04942509832364,0.0,0.0,114.69023567287566,106.90548695219374,93.21213455501052
New Jersey,2016,70.3,73.9094759001791,122.61074021953782,67.49897340302346,0.0,45.53789537686435,36.641241868238325,44.70665759090086,74.8975626877088,74.8975626877088,94.56385235950849,84.93216300964745,96.42909950993561,93.44145401017899,89.98385235135254,3683.0655369910796,109.31634996160945,119.65579173582069,124.85066769621699,917.1926658343971,107.19376593878873,12.206670732842687,9.241047816940931,19.39067369008872,56.54533438666918,59.99650735217267,5578.747483806905,244.89062671694214,0.0,2169.505259011015,110.84587023132676,101.75341529184705,75.69105663113636
New Mexico,2016,79.7,110.86421385026865,0.0,62.999041842821896,0.0,0.0,0.0,0.0,84.2597580236724,84.2597580236724,85.32485528990134,0.0,94.62668643498354,100.44956306094241,98.05932628032008,3090.684366705801,92.08714263070361,0.0,105.54386341329683,403.5647729671347,0.0,16.447971580694805,11.973183693253903,0.0,57.53735779696162,75.7850619185339,5124.182874015231,314.36314493451437,0.0,0.0,110.84587023132676,110.76954069745375,78.49442909895623
New York,2016,73.7,70.76439181932042,115.26877972734992,68.78466813450962,0.0,56.40014565024483,39.36984498608586,43.232811736255776,67.73823684256017,67.73823684256017,99.45508610224168,91.92657643397136,93.72547989750751,84.09730860916109,80.75473928967536,3116.4400697616825,98.62235920449548,102.30570193412669,117.77150612581293,632.862939425734,98.31380899711392,11.37909983570081,8.919620066786464,18.44147987309137,60.017416322692725,54.312627708282626,5372.127206628871,215.36480647447394,197.89955915395302,1824.6832310887341,102.51641177463746,97.88936154658704,85.5028602685059
North Carolina,2016,76.7,89.63489630447253,118.93975997344387,60.42765237984957,0.0,0.0,0.0,52.567168815674634,63.33249786093024,63.33249786093024,88.04220736919756,61.95051890115461,52.269979173609954,94.02546309774262,81.33155885603018,3708.821240046961,81.39315187358964,66.40896441338047,90.74198012972472,499.8700028797464,114.17087496439036,12.517009819270891,9.723189442172632,0.0,66.96158019473982,91.57361648489513,4628.294208787951,218.83843238535255,0.0,1422.390865179407,99.95350148027153,99.17737946167371,61.67419429203704
North Dakota,2016,77.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.08558344100709,104.08558344100709,108.69408317184883,0.0,0.0,110.96172663708755,96.90568714761044,5022.362095896927,85.55192605691174,0.0,73.36585627509658,0.0,0.0,16.654864304980276,11.651755943099435,0.0,75.39377918222557,117.46684597372754,5454.775317500084,296.9950153801213,0.0,0.0,117.2531459672416,120.42967506060378,63.07588052594697
Ohio,2016,74.1,96.71133548640458,121.14234812110024,62.356194477078816,0.0,0.0,40.539246322306234,52.567168815674634,67.73823684256017,67.73823684256017,100.54202693396017,69.94413424323908,24.33257651185291,89.93739948479728,87.09975451957843,4507.248034779293,84.9578154592943,54.44338523979841,70.14805556127655,417.32266295465064,103.38807010664239,14.482490699982849,9.482118629556782,0.0,73.90574406678691,85.88973684100509,5372.127206628871,251.83787853869936,0.0,2327.548688475393,106.36077721618636,101.10940633430371,63.07588052594697
Oklahoma,2016,71.5,73.12320487996443,140.96564145000755,39.856536676070995,0.0,0.0,0.0,0.0,76.54971480582003,76.54971480582003,95.65079319122697,0.0,33.344641886613246,90.5214085723609,80.75473928967536,3863.355458382251,64.16394454268381,84.35733317375359,113.9101452692289,454.01036958802655,117.34228815784566,10.758421662844402,10.687472692636033,0.0,71.42568554105581,69.4696400919894,5620.071539242512,314.36314493451437,0.0,1034.4660837668414,113.40878052569269,113.34557652762709,50.46070442075758
Oregon,2016,82.8,62.11541059695904,62.406664183597094,64.92758394005114,0.0,70.18684792030469,42.488248549340184,35.86358246303036,44.0573898162993,44.0573898162993,43.47763326873953,186.8507586212244,170.3280355829704,66.57703598225253,50.76012183922451,1674.1206986323089,43.96418422369076,43.07608502489545,63.068893990872496,206.36834981273932,88.16528677805701,8.0688162471333,4.25891768954669,0.0,51.08920563006075,35.36636222864915,5124.182874015231,90.3142736828439,0.0,689.644055844561,65.99494007992287,51.52071660346686,54.66576312248738
Pennsylvania,2016,77.1,84.13099916296983,115.26877972734992,70.07036286599578,0.0,0.0,42.09844810393339,52.567168815674634,71.04254107878262,71.04254107878262,98.91161568638243,59.95211506563349,35.14705496156532,93.44145401017899,95.17522844854597,4069.4010828293044,95.65180621640827,81.36593838035806,92.67266055801673,596.1752327923581,109.09661385486191,14.172151613554645,9.401761692018164,23.18744895807812,64.48152166900871,80.20585719711505,5165.506929450838,218.83843238535255,0.0,2686.7383008944353,106.36077721618636,97.2453525890437,70.78515481245161
Rhode Island,2016,75.7,99.85641956726326,134.35787700703844,0.0,0.0,0.0,0.0,0.0,74.8975626877088,74.8975626877088,102.1724381815379,0.0,53.17118571108599,105.12163576145136,102.09706324480385,3837.5997553263696,114.66334534016643,108.88677047959682,112.62302498370089,596.1752327923581,0.0,15.310061597124726,10.205331067404332,0.0,65.96955678444738,87.78436338896843,5372.127206628871,211.89118056359533,0.0,0.0,115.33096324646715,103.68544216447705,96.71635013978536
South Carolina,2016,73.1,80.19964406189648,118.93975997344387,54.64202608816185,0.0,0.0,40.14944587689944,54.04101467031972,62.781780488226495,62.781780488226495,82.60750321060512,0.0,35.14705496156532,91.10541765992451,84.79247625415913,3683.0655369910796,75.45204589741522,68.20380128941778,80.44501784550063,518.2138561964343,121.147983989992,12.517009819270891,7.633909066168595,0.0,67.45759189988604,77.0481462838428,4586.970153352344,206.6807416972774,0.0,1408.0232806826452,100.594229053863,99.17737946167371,53.26407688857744
South Dakota,2016,81.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.49182370607888,70.49182370607888,101.62896776567865,0.0,24.33257651185291,116.80181751272374,102.09706324480385,4996.606392841045,75.45204589741522,0.0,71.43517584680457,0.0,0.0,19.551362444976846,14.223177944335172,0.0,73.90574406678691,119.3614725216909,4834.914485965985,302.2054542464392,0.0,0.0,107.00150478977785,119.14165714551712,63.77672364290194
Tennessee,2016,71.6,70.76439181932042,131.4210928101633,53.99917872241877,0.0,0.0,0.0,50.60204100948119,68.83967158796766,68.83967158796766,92.93344111193075,49.96009588802791,37.850674573993416,88.76938130967004,81.33155885603018,3889.111161438133,68.91682932362335,55.04166419847751,75.9400968461526,403.5647729671347,109.73089649355296,12.103224370699952,9.321404754479548,0.0,74.89776747707936,90.31053211958623,4545.646097916737,241.41700080606353,0.0,1623.5370481340706,104.43859449541192,105.61746903710707,51.16154753771254
Texas,2016,74.8,76.26828896082311,114.53458367813114,43.713620870529475,0.0,32.16897196347298,33.91263875039079,43.232811736255776,66.08608472444895,66.08608472444895,86.95526653747906,43.964884381464564,172.13044865792244,77.08919955839767,68.06470882986923,3116.4400697616825,88.52247904499896,73.58831191752972,97.17758155736476,554.9015628298102,95.14239580365864,8.379155333561505,9.642832504634015,16.000695772241045,65.96955678444738,53.68108552562818,5496.0993729356915,276.1532599148496,113.79224651352298,1321.817773702075,97.39059118590559,103.68544216447705,51.862390654667514
Utah,2016,84.3,137.59742853756748,135.09207305625725,126.64093105138687,0.0,0.0,0.0,75.65742053844761,75.44828006041254,75.44828006041254,98.36814527052319,0.0,59.47963147341823,101.61758123606965,82.48519798873983,3786.0883492146063,99.21646980211293,74.18659087620883,99.75182212842078,412.73669962547865,116.07372288046355,18.5168988235495,12.616039193562836,0.0,74.40175577193314,109.88833978187415,6487.876703390252,284.8373246920462,0.0,1853.4184000822577,115.97169082005863,106.2614779946504,72.18684104636154
Vermont,2016,80.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.53536735174521,65.53536735174521,97.82467485466395,0.0,14.41930459961654,115.04979025003288,112.47981543919069,4790.560768393992,88.52247904499896,0.0,100.39538227118479,0.0,0.0,20.689272428546925,7.955336816323062,0.0,75.39377918222557,125.04535216558094,4462.997987045524,178.89173441024852,0.0,0.0,106.36077721618636,97.2453525890437,140.16862339099328
Virginia,2016,76.7,102.21523262790727,130.6868967609445,70.07036286599578,0.0,0.0,41.31884721311982,45.68922149399758,73.24541056959758,73.24541056959758,97.2812044388047,80.93535533860522,40.554294186421515,102.20159032363327,97.48250671396526,4249.691004220476,87.33425784976407,83.16077525639537,114.55370541199291,678.7225727174538,122.41654926737412,13.654919802840972,11.330328192944968,27.11982334278143,68.44961531017849,82.10048374507839,5206.830984886445,230.9961230734277,0.0,2212.6080125013,112.12732537850972,107.54949590973708,68.68262546158671
Washington,2016,82.4,80.19964406189648,114.53458367813114,109.92689954206678,0.0,0.0,68.60487839159516,57.479988331158246,67.73823684256017,67.73823684256017,94.02038194364924,188.84916245674552,44.15912033632566,86.43334495941556,77.87064145790124,3708.821240046961,93.86947442355594,71.79347504149241,91.38554027248873,467.7682595755425,98.94809163580499,12.72390254355636,8.437478441554763,25.085836592072823,70.92967383590958,76.41660410118836,5950.663982727365,197.9966769200809,0.0,1379.288111689122,106.36077721618636,92.09328092869701,90.40876208719067
West Virginia,2016,71.5,0.0,138.0288572531324,70.07036286599578,0.0,0.0,0.0,0.0,74.34684531500507,74.34684531500507,98.91161568638243,0.0,15.320511137092574,102.78559941119688,95.75204801490078,4352.713816444003,61.193391554596595,0.0,64.99957441916452,247.6420197752872,0.0,15.62040068355293,12.616039193562836,0.0,66.4655684895936,106.09908668594746,5537.4234283712985,284.8373246920462,0.0,0.0,108.9236875105523,102.39742424939038,52.56323377162248
Wisconsin,2016,80,89.63489630447253,118.20556392422509,80.99876808362815,0.0,0.0,60.02926859264577,56.98870637960989,61.12962837011528,61.12962837011528,94.02038194364924,81.93455725636578,34.24584842408928,89.35339039723365,83.06201755509466,4842.072174505754,80.20493067835476,47.86231669432827,67.57381499022054,334.7753230295549,103.38807010664239,16.241078856409338,11.089257380329117,0.0,75.8897908873718,99.78366485940298,5248.155040322051,217.10161942991323,0.0,2040.1969985401595,102.51641177463746,93.38129884378368,67.28093922767677
Wyoming,2016,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.01334488719111,87.01334488719111,101.62896776567865,0.0,27.036196124281012,106.2896539365786,107.86525890835209,4790.560768393992,64.16394454268381,0.0,102.96962284224081,0.0,0.0,18.10311337497856,15.02674731972134,0.0,75.8897908873718,83.99511029304173,5702.719650113725,333.46808744434674,0.0,0.0,122.37896655597346,128.80179150866715,84.10117403459597
